"year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
2004,39," Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.60205999132796,99.6894636984864
2007,51," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.54406804435028,94.0727147457005
2004,40," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.32221929473392,75.3556793180091
2009,66," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.84509804001426,127.115743812184
2006,40," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.11394335230684,166.324941233877
2009,52," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.89209460269048,133.232350826567
2007,36," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.83250891270624,125.525498433836
2007,32," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.49415459401844,89.4924795180001
2008,45," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.43136376415899,84.0459576539924
2006,37," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.13033376849501,169.073540049428
2004,47," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.07918124604763,160.642475408263
2008,49," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.97099736557249,144.170606488233
2003,53," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.30102999566398,73.7757432746946
2007,66," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.25527250510331,70.4760196469445
2006,33," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.30102999566398,73.7757432746946
2004,58," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.54406804435028,94.0727147457005
2008,41," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.42114306707167,83.1913242935054
2009,54," Married"," Asian"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90308998699194,134.705375118879
2009,26," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.46239799789896,86.6951548289402
2008,24," Never Married"," Other"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.25527250510331,70.4760196469445
2007,62," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.8750612633917,130.982177377461
2005,63," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.91488766741439,136.303997562054
2005,26," Never Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.73639650227664,114.022580378556
2004,45," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.66464197555613,106.127582150788
2003,23," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.47712125471966,87.9810327856054
2008,31," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.75587485567249,116.265324062503
2003,44," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.96378782734556,143.134940811134
2003,43," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4,54.5981500331442
2004,48," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.8750612633917,48.185650217039
2008,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2006,55," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.76715586608218,117.584340323354
2004,45," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.60688524128857,272.294783220064
2008,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.97772360528885,145.143601176911
2009,63," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2004,57," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.57978359661681,97.4932940453934
2008,69," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2009,31," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.84509804001426,127.115743812184
2003,38," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.59198011410292,268.266292012557
2005,43," Separated"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2003,19," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.94939000664491,51.9036962665682
2005,44," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2007,31," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.90308998699194,134.705375118879
2004,49," Never Married"," Other"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2006,29," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.55630250076729,95.2307125669819
2008,26," Married"," Other"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.34242268082221,76.8936025176112
2007,37," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.75587485567249,116.265324062503
2006,30," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.39794000867204,81.2832532842527
2009,35," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.87993268171161,131.62180303309
2004,40," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.76342799356294,117.146816914805
2005,44," Divorced"," Other"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.23044892137827,68.7480877337669
2004,65," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.83250891270624,125.525498433836
2007,54," Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2009,56," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.94448267215017,140.398200161944
2008,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.68124123737559,107.903923866876
2009,37," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.06069784035361,58.0147820121857
2005,30," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2005,46," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.44715803134222,85.3839403789827
2009,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.88081359228079,131.737801155001
2005,58," Divorced"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.39794000867204,81.2832532842527
2007,52," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.46239799789896,86.6951548289402
2006,45," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",5.06069784035361,157.700527725737
2008,33," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.17614916112655,65.11462387776
2004,51," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.50514997831991,90.4819133566401
2008,50," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.84509804001426,46.7632687977187
2006,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.44715803134222,85.3839403789827
2004,46," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.93951925261862,139.703071527658
2005,43," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2003,47," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2005,47," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",4.77815125038364,118.884359339886
2004,44," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.26481782300954,71.1519565433031
2008,36," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.17609125905568,65.1108537153447
2008,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.17609125905568,65.1108537153447
2003,29," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.83250891270624,125.525498433836
2005,40," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2007,20," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.26007138798508,70.8150386167557
2004,32," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.72427586960079,112.6488963421
2003,36," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.46239799789896,86.6951548289402
2009,31," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.41497334797082,82.6796372966372
2005,28," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2005,41," Divorced"," Other"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.76342799356294,117.146816914805
2004,54," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2004,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.77815125038364,118.884359339886
2003,19," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.23044892137827,68.7480877337669
2009,59," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",5.59061783348625,267.901086855275
2003,64," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.60205999132796,99.6894636984864
2003,31," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.52891670027766,92.6581301668597
2004,37," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2004,30," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2005,24," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2006,26," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.31806333496276,75.0431540173515
2004,44," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2008,39," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.62321723414596,276.778413321176
2005,48," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.62618633492728,277.601417511009
2004,53," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.38916608436453,80.5731997057359
2004,42," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74036268949424,114.475713290347
2009,44," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.11394335230684,166.324941233877
2003,25," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.44715803134222,85.3839403789827
2004,46," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",3.77815125038364,43.7351116779821
2003,52," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.6232492903979,101.82435207568
2008,33," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.47712125471966,87.9810327856054
2007,30," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.79934054945358,121.430313822622
2007,38," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,29," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.38021124171161,79.8549003093467
2008,57," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.84509804001426,127.115743812184
2003,50," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.74741180788642,115.285516994187
2008,23," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.59108687796735,98.6015397849967
2006,46," Divorced"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.9731278535997,144.47808766541
2005,61," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.91381385238372,136.15771083723
2007,70," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.61278385671974,100.764272842107
2009,59," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.34242268082221,76.8936025176112
2003,57," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.50514997831991,90.4819133566401
2003,25," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.46239799789896,86.6951548289402
2005,48," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.81954393554187,123.908567597957
2009,52," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," No",4.17609125905568,65.1108537153447
2009,44," Separated"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.88081359228079,131.737801155001
2004,40," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.20411998265593,66.9616443217359
2008,43," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",5.27875360095283,196.125272594255
2005,51," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",5.11394335230684,166.324941233877
2003,43," Married"," Asian"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.17609125905568,65.1108537153447
2003,42," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.79239168949825,120.589436530402
2008,28," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.6232492903979,101.82435207568
2003,54," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",5,148.413159102577
2005,34," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.06923136334717,159.052027129346
2004,50," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2005,36," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.94200805302231,140.051197616953
2005,36," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.88546864938853,132.352477709878
2005,71," Widowed"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.77815125038364,118.884359339886
2006,31," Never Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.57978359661681,97.4932940453934
2005,43," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",4.90308998699194,134.705375118879
2007,20," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.27875360095283,72.1504556815713
2007,23," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2007,42," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",3.90308998699194,49.5553381215226
2005,41," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.00432137378264,149.055895589404
2009,27," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.80617997398389,122.263673892802
2008,29," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",4.6232492903979,101.82435207568
2008,41," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.60205999132796,99.6894636984864
2003,41," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.65321251377534,104.921506533664
2003,22," Never Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",4.39794000867204,81.2832532842527
2003,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.30102999566398,73.7757432746946
2008,50," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.41497334797082,82.6796372966372
2006,49," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",5,148.413159102577
2003,42," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.77815125038364,118.884359339886
2008,38," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.86332286012046,129.453644576625
2004,55," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.90308998699194,134.705375118879
2005,47," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.38021124171161,79.8549003093467
2007,52," Married"," Other"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.2211533219547,68.111994065327
2009,56," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",3.69897000433602,40.4056652596845
2007,30," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.88081359228079,131.737801155001
2005,56," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.90308998699194,134.705375118879
2003,46," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.74036268949424,114.475713290347
2009,43," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.83884909073726,126.323880709786
2003,35," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.75966784468963,116.707154559148
2009,58," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.69897000433602,109.833985642199
2009,69," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.39724458101039,81.226746312023
2006,68," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.47712125471966,87.9810327856054
2004,52," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.84509804001426,127.115743812184
2005,46," Never Married"," Black"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.65321251377534,104.921506533664
2007,39," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.68124123737559,107.903923866876
2009,66," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.69897000433602,109.833985642199
2005,30," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.76342799356294,117.146816914805
2006,30," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.68124123737559,107.903923866876
2005,43," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.27875360095283,72.1504556815713
2008,49," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.07918124604763,160.642475408263
2005,54," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2008,48," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.96378782734556,143.134940811134
2008,37," Separated"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.57978359661681,97.4932940453934
2007,46," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.95424250943933,141.77517233318
2007,53," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",5,148.413159102577
2009,31," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.69897000433602,109.833985642199
2006,18," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.07918124604763,59.0970640815891
2003,49," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.02734960777476,152.52821689856
2006,39," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.39794000867204,81.2832532842527
2003,40," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",3.77815125038364,43.7351116779821
2008,37," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.56820172406699,96.3706528322308
2006,24," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.6232492903979,101.82435207568
2007,35," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2007,27," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.41497334797082,82.6796372966372
2003,44," Never Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2008,46," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.49136169383427,89.2428846644714
2005,40," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," No",4.44404479591808,85.1185334226767
2007,39," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.11394335230684,166.324941233877
2008,42," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.61278385671974,100.764272842107
2003,37," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2008,58," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2005,40," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.09691001300806,163.515863976238
2003,27," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.44715803134222,85.3839403789827
2003,31," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.32221929473392,75.3556793180091
2008,44," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.17609125905568,65.1108537153447
2003,38," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.52891670027766,92.6581301668597
2004,34," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.92427928606188,137.590142766506
2005,41," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.90417436828416,134.85152633512
2007,20," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.28330122870355,72.4793162971252
2008,28," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.18477374027202,178.533050380204
2009,55," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.5910646070265,98.5993438603892
2008,38," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.7481880270062,115.375038556391
2005,33," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",4.30102999566398,73.7757432746946
2009,43," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",3.60205999132796,36.6737041960799
2006,50," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.81291335664286,123.089699847943
2008,55," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.47712125471966,87.9810327856054
2005,24," Never Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.30319605742049,73.9357192871731
2008,41," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2009,37," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",4.77815125038364,118.884359339886
2005,42," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.90308998699194,134.705375118879
2004,25," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.50514997831991,90.4819133566401
2005,45," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",5,148.413159102577
2009,40," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.39794000867204,81.2832532842527
2004,43," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.8750612633917,130.982177377461
2006,50," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2003,42," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.41497334797082,82.6796372966372
2003,38," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.88081359228079,131.737801155001
2006,44," Divorced"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.41497334797082,82.6796372966372
2007,19," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",3.72427586960079,41.4412130349115
2004,44," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.76342799356294,117.146816914805
2003,26," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.30102999566398,73.7757432746946
2005,54," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",4.46239799789896,86.6951548289402
2006,32," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",4.60205999132796,99.6894636984864
2008,49," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.95424250943933,141.77517233318
2005,35," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4.26007138798508,70.8150386167557
2007,34," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",4.27875360095283,72.1504556815713
2003,23," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",4,54.5981500331442
2008,60," Married"," Asian"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",4.84509804001426,127.115743812184
2006,54," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," <=Good"," Yes",4.30102999566398,73.7757432746946
2003,31," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",4.93951925261862,139.703071527658
2006,47," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",5.07918124604763,160.642475408263
2003,48," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",3.17609125905568,23.9529444789965
2005,48," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",4.7481880270062,115.375038556391
2004,35," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",4.74036268949424,114.475713290347
2006,55," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.84509804001426,127.115743812184
2004,35," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",4.92427928606188,137.590142766506
2009,37," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",5.17609125905568,176.989650489877
2003,27," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",3.14736710779379,23.2747040516601
